Texas,Louisiana,Washington,New Jersey,Arkansas,Montana,North Dakota,Nebraska,New Mexico,Indiana,California,Ohio,South Carolina,Rhode Island,Michigan,Georgia,Wyoming,New Hampshire,Maryland,Mississippi,Connecticut,West Virginia,Iowa,Illinois,Vermont,Tennessee,Missouri,Wisconsin,North Carolina,Pennsylvania,Kentucky,Delaware,Kansas,Oregon,Massachusetts,Alabama,Arizona,Minnesota,Maine,Nevada,Idaho,Utah,Virginia,New York,Oklahoma,South Dakota,Colorado
113,5.21819,5.5426,0.98488,2.2145,1.74494,0.186986,1.14449,2.2716,1.87514,2.41508,2.45937,2.27431,4.22179,1.1959,1.45087,4.1396,2.72908,0.406091,3.00338,8.21743,1.05111,1.56973,1.01046,3.22268,1.30946,5.42548,2.97351,1.41519,5.13223,2.06708,0.586242,1.45421,2.35123,1.07246,1.61812,8.76414,1.39933,0.953961,0.758035,0.691995,1.86216,2.75824,2.9019,2.11123,3.04892,1.28948,1.41383
114,6.03698,6.95104,1.15527,2.15569,2.8537,0.18315,1.58465,2.82964,2.5545,4.45092,2.70899,2.99779,3.56573,2.23984,1.8124,4.74738,2.98924,0.81172,2.74794,8.64163,1.15199,2.40738,1.58146,4.239,2.59634,6.05845,3.49486,1.46168,6.34693,3.22581,0.687302,2.05458,2.59691,1.80769,2.06913,9.77209,1.72026,1.78823,1.36778,1.0532,2.09696,4.66899,4.04577,3.03139,4.37184,1.27857,1.86206
115,7.99241,7.91033,1.46423,3.84972,5.52285,1.22505,4.26301,6.81524,3.00596,5.22257,3.37338,4.87248,3.77206,2.72449,2.94965,5.03625,6.54849,1.81046,3.83902,13.2534,2.09529,3.02656,1.69803,5.07826,3.46636,6.13868,4.7619,2.58314,4.92009,4.09585,0.744786,2.38636,3.44278,0.953107,3.07478,10.3316,2.05506,3.05277,2.18264,1.63702,2.97389,4.21213,5.75511,3.62908,4.44115,2.20365,2.63295
116,9.69432,8.9449,2.72053,5.44188,5.8592,0.631136,5.16252,10.1455,7.13018,7.17515,5.49621,5.31167,3.51324,4.01822,4.8137,5.18475,7.16007,2.24676,10.1205,11.5652,3.40782,5.07039,4.87404,6.27165,5.20878,8.32991,6.97715,4.24335,8.8115,6.06691,1.43475,4.21053,5.95095,3.77588,4.3606,12.1174,2.92172,6.67769,4.19098,1.71037,5.056,6.93167,7.31564,5.95238,10.4434,2.43493,2.9987
117,8.24784,7.14434,2.77656,5.00187,4.89199,1.06045,5.0,8.65229,5.22207,4.39602,3.62306,3.67943,2.20832,3.00717,4.43242,4.14659,4.55894,2.4187,3.41351,8.14324,3.8961,4.21592,4.87805,5.05566,4.49438,6.8863,5.2717,3.99261,5.01979,4.19815,1.52582,5.16278,6.10115,2.78761,3.0003,7.66104,3.0312,5.54971,2.81891,1.97276,3.01935,6.62258,6.80646,3.99638,7.87562,2.32558,2.65444
118,7.61521,6.49926,2.30206,4.94719,5.77181,1.05949,7.00914,10.1024,4.63149,4.11404,3.7083,2.89587,2.04398,3.40512,3.87657,3.55827,7.20103,3.09771,4.23557,6.70186,4.43469,4.31387,3.24042,4.34811,5.14139,4.13007,4.59826,3.8992,3.61605,4.30241,1.12997,5.11518,4.76133,2.67185,2.57992,7.4161,2.82776,4.0914,2.89363,2.38245,3.59773,5.4211,7.06235,4.13807,8.43243,2.42227,2.97167
119,7.688,5.71979,2.94155,5.61734,5.90369,1.3905,5.74185,9.41499,4.814,4.82472,4.98923,3.00585,1.32181,2.82409,4.07978,2.92425,4.97664,2.3704,3.81307,6.09412,4.14041,5.22459,3.46476,3.88902,5.1005,2.97487,4.42954,3.36249,3.17627,4.96328,1.82096,5.49981,6.03671,3.23712,2.37227,5.90845,3.90697,3.07692,3.04298,3.02318,2.95283,5.49212,6.24657,4.53812,9.74255,2.52996,3.87965
120,7.58763,5.3964,3.58913,4.94037,4.93274,1.22777,6.80813,9.67664,5.96807,3.19107,5.83965,2.65128,0.944414,1.49655,4.42058,2.32237,5.56492,1.14967,3.75483,5.95498,2.9826,3.72481,3.5179,3.54367,5.39638,1.8338,4.89124,2.79702,2.46907,3.63506,1.6038,5.04705,5.46252,4.3911,2.48898,4.76343,5.05778,2.86423,2.06863,3.57443,3.67372,5.58777,2.96131,4.06893,8.25726,2.38565,3.32689
121,5.83695,4.67644,2.47019,4.63762,3.94113,1.32319,4.5419,8.77193,5.02665,3.50093,6.10146,2.02597,0.94416,1.70721,3.39719,2.45549,3.85627,0.90151,2.44738,5.44546,2.56616,2.94601,2.51346,3.50275,5.94282,2.67506,4.95706,2.69296,2.05758,2.72834,1.4733,3.08789,6.11562,3.3109,2.06795,4.46756,3.63893,2.67437,1.91816,2.32686,2.97558,5.05722,3.83966,2.9484,8.98551,2.63852,2.90437
122,4.63083,4.24231,2.10597,4.45368,2.82872,0.956938,4.5993,6.27462,3.84575,3.14203,5.4357,1.68523,0.968492,0.914897,3.4188,2.495,2.94999,0.714445,1.91896,5.19833,1.97204,1.60149,2.03321,3.12585,5.43727,2.21057,4.4439,1.62695,1.4279,2.49063,1.16268,2.01085,5.38633,2.75387,1.92758,3.86127,3.19126,3.01697,1.57348,3.55964,3.50244,4.17015,3.28483,2.7859,5.18067,2.67509,2.54059
123,3.98526,3.45379,1.67155,4.79113,2.08218,0.2886,7.76053,5.84396,3.62428,2.63581,4.86921,1.50813,1.0661,0.770366,2.95892,2.2694,2.87059,0.439422,2.06293,4.6582,1.53975,1.46835,1.80092,3.05967,5.07663,2.91918,3.33773,1.57358,1.19998,2.98393,1.02495,1.63743,3.79135,2.72505,1.66667,4.12844,3.03784,2.63502,1.11177,3.38641,2.83275,3.63476,3.16161,3.39217,4.9334,2.16933,1.90076
124,3.23762,3.50837,1.3867,3.44288,1.34731,1.03766,2.70868,5.60621,3.2908,2.74562,4.14831,2.11968,1.00689,0.590364,2.66819,2.4042,2.2997,0.502952,2.56122,4.86339,1.88235,1.69818,0.970874,2.55517,3.04601,1.92291,3.15217,1.40097,1.29133,2.50669,0.977729,1.67555,3.48031,2.59301,1.59041,3.0586,2.4249,1.77297,1.06507,2.88354,2.53615,3.33351,3.076,3.48492,4.83708,1.76887,1.73183
125,3.29329,3.06236,1.34397,2.78825,1.46972,0.837277,6.08997,4.66401,2.97593,2.59448,3.70949,1.58579,0.957829,0.375646,2.69076,2.39994,1.37017,0.810214,2.29801,5.46707,1.52352,1.42651,1.33276,2.81471,3.56564,1.63353,2.36915,0.762361,1.25905,2.56207,1.0749,1.11643,2.04989,1.82687,1.30838,3.39632,2.10216,1.64868,1.09103,3.18243,0.918459,3.04991,3.03836,2.67505,4.42518,1.67619,1.44617
126,3.38592,3.28033,1.14811,3.74782,1.78891,0.778066,5.60676,3.06711,2.15882,2.55328,3.98337,1.1089,1.38795,0.449944,2.39333,2.61697,0.972898,0.350058,5.79103,5.2593,1.41972,1.67641,1.59872,2.62175,3.25477,2.75723,2.59259,1.16854,1.3441,2.57542,0.961493,1.12108,1.75903,1.02113,1.46923,3.19473,1.7443,1.71015,0.840619,2.39382,0.747621,2.68849,3.17296,2.38434,2.98826,1.63306,1.11722
127,3.0704,3.76361,0.803281,3.21132,1.41136,1.38462,5.60109,3.87945,2.386,2.39939,3.45064,1.17899,1.06724,0.779912,2.84375,2.1634,0.677887,0.383247,2.48607,5.7033,1.18159,1.62389,1.13391,3.03716,2.13793,1.65702,2.10808,0.638686,1.53947,2.65614,0.931872,0.967492,1.04929,1.42123,1.40283,3.33361,1.55869,2.04417,0.813899,2.72161,1.34878,2.47748,2.96363,2.70502,3.59468,1.76471,1.02991
128,2.68087,2.82755,0.493316,2.85293,1.34111,0.389656,3.32671,3.07491,1.74431,1.9318,3.237,0.823271,1.30239,0.374298,2.46751,1.8007,0.719068,0.609162,1.96761,4.08434,1.33806,1.38982,0.537634,2.64034,1.85185,1.39777,1.81256,1.00223,0.86483,2.23717,0.756697,0.858369,0.938315,0.543971,1.39068,3.89456,1.30751,1.06414,0.772201,1.81388,1.45557,1.93257,2.62536,2.2772,2.84058,1.5328,0.697425
129,2.54637,2.91392,0.693739,2.76671,0.930899,0.580998,4.39648,3.34101,1.52717,1.52966,2.96289,0.866845,1.2638,0.633453,1.98939,1.73544,0.444664,0.333704,2.81526,4.27448,0.974252,1.77413,0.532569,2.44904,2.69293,1.5576,1.86999,0.838072,1.41025,1.71415,0.66362,0.806045,0.613779,0.704887,1.46828,2.08523,0.924276,1.07527,0.920051,1.95603,0.933461,1.79954,2.41272,1.6205,1.78482,1.52027,0.701403
130,2.46144,2.85127,0.786138,2.25873,0.398248,0.155925,4.14343,2.66117,1.38392,1.22368,2.50403,0.881356,0.839717,0.497804,1.79514,1.40911,0.467654,0.301789,1.28833,3.68828,0.763575,1.12368,0.519031,2.31881,3.38673,0.909323,1.2985,0.538819,1.14971,1.58031,0.43277,0.552741,0.452011,0.766871,1.51658,1.90824,0.971765,0.707808,1.19685,1.57446,0.509287,1.92144,2.19136,1.58092,1.84182,1.08785,0.6436
131,2.34755,2.26379,0.497512,1.86459,0.518379,0.21606,3.67816,2.08668,1.18074,1.05047,1.97829,0.625,0.684182,0.53143,1.58921,1.0082,0.430571,0.595998,1.82949,3.17919,0.744269,0.863825,0.371945,1.89672,3.79356,0.906748,1.25548,0.789963,0.94323,1.28509,0.342031,0.243072,0.551702,0.285533,1.57023,1.19202,1.03507,0.863371,0.946657,1.31522,0.326023,1.63571,1.79362,1.33984,1.14596,0.969462,0.541377
132,2.28962,1.83512,0.392157,0.997195,0.270514,0.0362056,5.08475,2.99728,1.42792,0.828228,1.82625,0.496079,0.359911,0.478627,1.47816,0.941882,0.270736,0.105597,1.22677,2.58736,0.744346,0.449787,0.452261,1.82598,3.40541,0.492706,0.901675,0.506096,0.870942,1.05755,0.111364,0.363967,0.157381,0.258065,1.3764,1.10686,0.935564,1.23119,0.642398,1.0496,0.39984,1.39591,1.2814,1.47142,1.42429,0.865161,0.562016
133,2.10066,1.88561,0.393999,1.63898,0.533175,0.177054,4.65919,2.43995,1.29135,0.608924,1.7337,0.428266,0.346177,0.414013,1.39788,0.631108,0.0568182,0.134862,1.21983,2.57813,0.692137,0.383848,0.166945,1.69867,2.08828,0.492424,1.24487,0.337458,0.616857,0.915316,0.0907441,0.0434028,0.209847,0.223428,0.870495,0.660815,0.959781,0.729927,0.914989,1.08536,0.469484,1.48716,1.21938,1.19106,1.74512,0.718664,0.567389
134,1.91757,1.88421,0.476996,1.83739,0.265957,0.0001,4.41413,2.36794,1.25528,0.340216,1.6856,0.384353,0.151286,0.26575,0.989528,0.571364,0.156904,0.150966,1.09759,2.27837,0.714286,0.279864,0.277393,1.64719,2.31701,0.276696,0.918209,0.270669,0.254987,0.8909,0.259621,0.0001,0.298706,0.316256,0.942834,0.739447,1.18592,0.860737,0.736772,1.03443,0.387597,1.53596,1.21462,0.979474,0.911162,0.725655,0.590158
135,2.04946,2.06497,0.304169,1.45819,0.118906,0.0001,3.71041,2.20905,1.38347,0.433265,1.62542,0.358543,0.222328,0.243467,1.32419,0.770743,0.217037,0.0001,2.70944,2.50143,0.502283,0.239408,0.255885,1.61373,1.75791,0.205181,0.839965,0.163858,0.217481,0.847587,0.0453583,0.0001,0.246144,0.0809717,0.908136,0.677577,0.84028,0.509613,0.658979,0.960045,0.129997,1.51779,1.06852,0.859476,0.66335,0.371058,0.583766
136,1.9264,2.13555,0.310843,1.80754,0.214823,0.0412541,2.21811,2.32681,1.18413,0.382653,1.69397,0.188147,0.184264,0.0001,1.11895,0.612261,0.0289184,0.036914,2.28534,2.45089,0.575264,0.274637,0.0870322,1.89015,1.88383,0.140193,0.52705,0.159744,0.876339,0.738477,0.0624025,0.0001,0.209373,0.223547,0.783969,0.597222,0.800176,0.61263,0.437637,1.35322,0.198282,1.42519,0.953416,0.830614,0.397702,0.142959,0.47352
137,1.72047,1.90332,0.247525,1.56784,0.0858369,0.110011,2.28938,2.48705,1.59292,0.408297,1.59179,0.325998,0.10014,0.0001,1.31349,0.636416,0.0659631,0.0394322,1.54024,2.25472,0.55918,0.209784,0.0001,1.42293,2.23011,0.0904977,0.816168,0.170882,0.903974,0.885559,0.0001,0.0001,0.199452,0.230061,0.610074,0.803646,0.668103,0.687548,0.876168,0.92672,0.572597,1.56193,1.02018,0.678931,0.322321,0.0256937,0.488355
138,1.9246,1.68134,0.410023,1.52316,0.088968,0.0001,2.23518,2.81955,0.788644,0.368664,1.52385,0.527929,0.389579,0.0001,1.74044,0.522969,0.281492,0.0001,2.81875,2.20735,0.465658,0.185914,0.0001,1.58659,1.95599,0.0904568,0.743633,0.428367,0.107735,0.960036,0.0208725,0.0001,0.333248,0.137049,0.673816,0.522759,0.670314,0.567503,0.828609,1.04712,0.0001,1.73724,0.982714,1.19891,0.0001,0.0879765,0.425671
139,1.66351,1.34287,0.38817,1.33617,0.0001,0.245218,2.35199,0.358423,1.3911,0.386847,1.54648,0.269427,0.121753,0.0001,1.5665,0.388242,0.0001,0.0518403,1.81881,1.64636,0.0001,0.190638,0.0001,1.57555,2.14435,0.0473429,0.209351,0.143524,0.0676361,0.76053,0.0207771,0.0001,0.217812,0.415512,0.513891,0.382433,0.717252,0.631912,0.843961,0.887989,0.0607165,1.5233,0.887691,0.893277,0.102564,0.0492126,0.365385
140,1.57641,1.2033,0.403691,1.47947,0.0001,0.0791139,2.3361,0.312175,1.18989,0.491642,1.58567,0.245523,0.0609756,0.0243605,1.17882,0.381727,0.088968,0.0365497,2.55084,1.99554,0.0001,0.191778,0.0001,1.64654,1.8797,0.117495,0.211045,0.390472,0.0001,0.845819,0.142712,0.0001,0.173611,0.4111,0.688924,0.42735,0.730257,0.664084,0.830532,0.574163,0.0667111,1.18249,0.93743,0.881857,0.0788644,0.0001,0.478446
141,2.07494,1.29978,0.432113,1.75008,0.176523,0.226929,2.04741,0.855615,0.915229,0.228358,1.59109,0.396264,0.0901713,0.0271961,1.56589,0.363967,0.0319183,0.0001,1.27612,1.62306,0.0001,0.151976,0.0001,1.37145,1.17048,0.0915152,0.236327,0.22927,0.881543,0.614092,0.0246124,0.0001,0.191152,0.156863,0.585076,0.598395,0.573628,0.121212,0.798199,1.09746,0.066357,1.31288,0.845789,0.564902,0.0800641,0.222717,0.330897
142,1.84375,1.06077,0.223564,1.72084,0.499376,0.0784314,1.95465,0.439078,0.716288,0.322451,1.41541,0.318514,0.100503,0.0001,1.45393,0.283298,0.0317965,0.0851064,1.11429,1.79954,0.0001,0.104254,0.0001,1.21819,1.75038,0.0367782,0.074184,0.192976,0.0637755,0.604195,0.082085,0.0001,0.153531,0.187091,0.602236,0.396983,0.578577,0.574413,0.800821,0.773071,0.125865,1.0177,0.827225,0.606616,0.0911162,0.515464,0.406032
143,1.99341,1.18881,0.290698,0.110619,0.0001,0.0001,2.68123,0.336134,1.0981,0.453894,1.43255,0.129486,0.0287109,0.0001,1.86465,0.370136,0.0381825,0.105374,1.19643,1.39608,0.0001,0.13044,0.0001,1.17423,1.27005,0.0001,0.040783,0.747012,1.23254,0.542846,0.0212585,0.0001,0.183217,0.0001,0.602604,0.228945,0.522146,1.09127,1.00416,0.682196,0.0001,0.858116,0.844016,0.826295,0.480307,0.172117,0.344598
144,1.87277,1.01256,0.253218,1.21655,0.0001,0.0001,1.54405,0.37831,0.882863,0.299018,1.25056,0.328431,0.0361402,0.0478126,1.26174,0.230965,0.0001,0.0776398,0.288739,1.30618,0.0001,0.0619003,0.0938967,1.16156,1.44175,0.0113559,0.0352113,0.293363,0.0001,0.611897,0.0596184,0.0001,0.0863558,0.268817,0.521329,0.246689,0.423953,0.449438,0.810437,0.345185,0.186916,0.872766,0.751779,0.635846,0.293974,0.0001,0.386941
145,1.75622,0.932235,0.334798,1.24601,0.203666,0.0001,2.41411,0.490196,1.00035,0.295625,1.30391,0.0859599,0.0001,0.0001,1.61791,0.224542,0.0839631,0.0392465,0.892061,1.31698,0.0001,0.144733,0.0001,0.96345,1.15607,0.0112651,0.0759013,0.116369,0.0001,0.437613,0.290135,0.0001,0.158228,0.0960615,0.603887,0.285963,0.466611,0.490463,0.659472,0.481506,0.0627746,0.938416,0.731653,0.449186,0.2772,0.19685,0.353756
146,1.55077,1.04764,0.242772,0.883281,0.0001,0.0729395,3.19767,0.900901,0.885122,0.189934,1.3224,0.180505,0.0245399,0.0001,1.17672,0.327948,0.0001,0.0001,0.886474,1.49117,0.0001,0.178309,0.0001,0.991386,1.92308,0.0221558,0.0001,0.186776,1.08192,0.417275,0.0954745,0.0001,0.0593648,0.340136,0.447231,0.401091,0.570179,0.680094,0.623903,0.682594,0.0001,1.09557,0.751795,0.784753,0.164069,0.19685,0.469275
147,1.71643,1.5222,0.118147,1.36849,0.0915751,0.0001,1.55794,0.55788,1.1277,0.245098,1.22818,0.374047,0.0787815,0.0001,1.20076,0.268397,0.0819001,0.0446628,0.907354,1.54989,0.0001,0.116723,0.0001,0.949602,1.46972,0.0222247,0.0773994,0.259548,0.0001,0.563116,0.0212134,0.0001,0.0755572,0.442968,0.481348,0.416287,0.585106,0.607983,0.62383,0.500762,0.0001,0.934849,0.752373,0.43209,0.0495786,0.0001,0.362609
148,1.42036,1.11779,0.162225,2.13599,0.102564,0.0001,0.0001,4.83736,1.18163,0.182017,1.32131,0.126511,0.0239464,0.0001,0.963801,0.307167,0.299658,0.0460193,0.916466,1.61554,0.0001,0.175593,0.0001,0.902903,1.34977,0.0231401,0.0680504,0.248447,0.735059,0.570278,0.136719,0.0001,0.14404,0.287081,0.585331,0.318121,0.773709,0.509626,0.694728,0.329649,0.17762,0.97318,0.627758,0.561798,0.265722,0.179211,0.493225
149,1.64627,1.22065,0.205497,1.21781,0.0865801,0.0001,0.0001,2.94302,0.911854,0.41806,1.21946,0.309816,0.0231,0.0001,1.13792,0.358171,0.231214,0.0457038,0.935925,1.85141,0.0001,0.193109,0.0001,1.07404,1.71395,0.0590179,0.095057,0.291181,1.03175,0.571367,0.11655,0.0001,0.172533,0.0001,0.44635,0.307495,0.791116,0.829099,0.589072,0.511229,0.0001,0.86334,0.74843,0.367747,0.162272,0.327869,0.448604
150,1.65108,1.30633,0.205109,1.14529,0.0672043,0.0001,0.0001,2.9601,1.15545,0.273973,1.19376,0.275482,0.0193311,0.0001,1.10357,0.48257,0.0001,0.084246,1.23343,2.31196,0.297619,0.0998814,0.0001,0.941708,1.35922,0.0963763,0.105263,0.2849,0.867679,0.403464,0.149142,0.0001,0.122324,0.0001,0.525904,0.420382,0.454139,0.750939,0.377059,0.42186,0.0807754,0.8474,1.00721,0.455093,1.0917,0.177936,0.45863
151,2.14174,1.57083,0.180759,1.34721,0.0576369,0.0001,0.0001,0.763359,1.10455,0.349922,1.53035,0.299835,0.0722804,0.0001,1.3688,0.481037,0.0732601,0.0001,2.21441,2.52181,0.0001,0.23888,0.0001,1.03193,2.2695,0.15842,0.081389,0.223285,0.089153,0.36554,0.153227,0.0001,0.295858,0.0001,0.37996,0.449848,0.773549,0.769804,0.680272,0.55931,0.0789266,1.39539,0.812642,0.396396,0.430866,0.527241,0.0001
152,2.89449,1.67113,0.143301,0.901886,0.123153,0.0001,0.0001,3.4678,1.30741,0.538401,1.63164,0.364596,0.0932662,0.0466418,1.20918,0.585656,0.129814,0.1443,1.11243,2.28196,0.212465,0.285068,0.165017,1.18983,1.64722,0.0511143,0.306279,0.4,0.907323,0.475082,0.133283,0.0001,0.334652,0.143062,0.256022,0.794538,0.860215,0.117786,0.517435,0.696926,0.0001,1.06429,1.03449,0.347315,1.62081,0.954198,0.739927
153,2.86301,1.82213,0.203139,0.896861,0.220872,0.0001,0.265252,4.96134,1.53489,0.377169,1.70543,0.322719,0.13901,0.0850051,1.71218,0.630374,0.195771,0.0382409,2.35627,2.39607,0.0686342,0.394207,0.0716846,1.37006,1.67504,0.149659,0.337838,0.194553,0.830565,0.66058,0.222924,0.0001,0.159915,0.14245,0.431389,0.73914,0.746062,0.126904,0.471311,0.663538,0.179426,0.102071,1.17679,0.32359,1.04869,0.172414,0.623053
154,3.05223,1.88159,0.210647,1.12296,0.715137,0.0581734,0.0001,3.85941,1.82122,0.576142,1.67839,0.247441,0.0937031,0.0653061,1.775,0.702136,0.112066,0.0581058,2.0801,2.15876,0.379507,0.346605,0.0001,1.45643,2.22482,0.16802,0.431566,0.484262,0.465297,0.72715,0.114613,0.0001,0.269469,0.443787,0.532184,0.665083,0.784434,0.0637552,0.207756,0.629987,0.0550358,0.218716,1.29821,0.38431,0.842171,0.515274,0.606296
155,3.29382,1.99498,0.309438,0.911906,0.0001,0.0001,0.0001,4.7043,2.47041,0.654391,1.94581,0.723643,0.0948227,0.0317712,1.18761,0.695063,0.205086,0.0802246,2.27848,2.27382,2.31101,0.597693,0.162851,1.43988,3.54191,0.255924,0.354724,0.434888,1.66855,0.607761,0.220629,0.0001,0.284495,0.436137,0.495255,1.55075,0.947648,0.125905,0.281258,0.228224,0.164654,1.03354,1.28907,0.266016,1.02987,0.601323,0.584323
156,2.2366,2.02694,0.569882,1.51614,1.63326,0.0852152,0.0765697,0.469484,1.84558,0.918555,1.52479,0.478911,0.272533,0.0931677,1.1005,1.00692,0.451778,0.0760601,0.544569,2.57892,0.701388,0.425137,0.170691,1.41144,1.77116,0.292969,1.10175,0.704887,0.356983,0.754364,0.242983,0.49636,0.333611,0.0904432,0.621216,1.59044,0.792311,0.259572,0.823958,0.584908,0.5631,1.16469,1.28394,0.582589,2.33181,0.672156,0.652244
157,2.39646,2.23888,0.469106,1.49528,1.58351,0.113766,0.0485909,0.76,1.81932,0.89906,1.75269,0.646813,0.334804,0.118143,1.1484,0.971469,0.645919,0.0736784,0.985784,2.88654,0.765879,0.600144,0.198186,1.52682,1.84513,0.245376,1.32619,1.06082,0.867367,0.826735,0.168366,0.0378215,0.600429,0.151668,0.702243,1.71352,1.00148,0.660264,0.554468,0.777235,0.553385,1.29191,1.28999,0.552562,1.87829,0.938385,0.618727
158,2.65115,2.30027,0.462509,1.75227,1.67325,0.0796495,0.0484966,0.79698,1.70027,0.984087,1.74662,0.525323,0.365519,0.10915,1.27306,1.01722,0.305052,0.0366838,0.930275,3.59019,0.851115,0.450942,0.208695,1.60253,1.4652,0.323485,1.00076,0.492459,0.746314,0.711153,0.284356,0.758725,0.572597,0.443568,0.838235,1.58193,1.05946,0.510856,0.826162,0.714734,0.822763,1.3136,1.44527,0.573782,2.11759,0.586354,0.513635
159,2.45818,2.62847,0.654889,1.73516,1.7695,0.0001,0.145419,0.947672,1.83791,1.11026,1.77965,0.541415,0.572246,0.178227,1.07441,1.1974,0.368,0.122951,0.838383,4.09245,1.32646,0.63305,0.217745,1.73267,1.56829,0.260769,1.24873,0.945354,0.734639,0.794165,0.38655,1.43247,0.927118,0.321268,0.714331,3.05901,0.840393,1.12782,0.631413,0.745461,0.312392,1.49544,1.51564,0.753849,2.4853,0.587293,0.76778
160,2.54797,2.65535,0.587889,1.66137,2.37823,0.0776096,0.739523,0.472306,1.949,1.01808,1.99307,0.565866,0.558744,0.337942,1.15028,1.44104,0.576541,0.144796,0.684679,4.3561,1.78213,0.578331,0.291361,1.84818,1.31212,0.294748,1.06213,0.988609,0.821066,0.829274,0.538913,1.11441,0.990375,0.459559,0.752864,2.89768,1.04156,1.32789,0.31428,0.804817,0.531538,1.272,1.63527,0.719563,2.48809,0.709478,0.547727
161,2.98433,3.02091,0.39869,1.60633,1.96604,0.0376932,0.234926,0.690407,2.03065,1.12326,2.29774,0.684692,0.450721,0.152486,1.35071,1.57451,0.576419,0.273684,0.722491,4.64586,1.81609,0.714434,0.261519,1.79131,1.86391,0.370059,1.16895,1.09842,0.891586,0.773813,0.564254,1.22997,1.12446,0.307613,0.792602,3.31035,1.14376,0.953188,0.329075,1.00333,0.390117,1.263,1.56031,0.850487,3.53245,0.889713,0.679462
162,3.57321,3.04197,0.43734,1.5635,1.76103,0.295334,0.0694927,0.953107,2.3425,1.12862,2.29161,0.71213,0.322779,0.111803,1.4787,1.66375,0.373648,0.191083,1.02634,5.02288,1.17647,0.906949,0.201719,1.80678,1.87949,0.492741,1.23795,0.802139,0.990508,0.887462,0.464582,1.28205,0.736096,0.484914,0.858244,3.30741,1.07193,0.463714,0.698273,0.93076,0.870687,1.16391,1.57625,0.809817,3.42067,1.10861,0.593258
163,4.24138,2.83947,0.334935,1.99283,2.06209,0.22409,0.257235,0.679456,2.41625,1.02115,2.13404,0.683909,1.0033,0.266469,1.4711,1.99441,0.76438,0.216068,0.886032,5.14072,0.666667,0.650195,0.22015,1.93023,1.89911,0.869565,1.4448,1.1101,0.87001,0.725484,0.304366,0.840598,1.29288,0.496689,0.808617,3.76957,1.31731,0.376189,0.418493,1.0488,0.996678,1.80261,1.72339,0.915243,3.03972,0.879909,0.754498
164,5.07503,3.94011,0.858586,2.30253,2.90023,0.169683,0.658288,0.900424,2.35611,1.52973,2.59558,0.97723,1.02503,0.238493,2.41871,2.73349,0.511447,0.157679,1.31439,5.77082,0.893471,1.15874,0.192567,2.33875,1.79453,1.14943,1.6266,1.11873,1.45934,1.01918,0.156519,1.12896,1.19681,0.324675,1.04882,3.86408,1.3855,1.08668,1.23086,1.54363,0.942549,1.84716,1.91655,0.990182,2.54652,1.37978,0.725176
165,5.62401,4.19149,0.625286,1.99525,2.79739,0.473244,0.349162,0.712946,2.31555,1.27785,2.32553,0.776099,1.80626,0.348819,2.14276,2.75498,0.721955,0.107852,1.10348,6.0416,0.933998,1.02495,0.236046,2.38091,2.4369,1.74569,1.90597,1.02852,1.23108,1.0175,0.601551,1.29994,1.33824,0.746714,0.840584,5.90269,1.35737,1.17106,0.788412,1.39576,0.575153,2.79971,1.98556,0.958767,4.32297,1.16938,1.3374
166,6.56142,5.18179,0.740157,1.32384,1.83861,0.452117,1.22468,0.899743,2.68017,1.69102,2.77058,0.817694,1.55164,0.228833,1.881,2.71505,0.748734,0.172117,1.13908,6.21812,1.2318,0.926539,0.269823,2.78107,1.88046,1.72207,2.27721,1.69048,1.47999,1.20732,0.486114,1.08902,1.70002,0.898204,1.24387,6.3419,1.34871,0.904621,0.913242,1.64318,1.0514,2.66735,2.18044,1.03744,4.06279,1.06713,1.47079
167,10.0139,4.19062,0.871776,1.95949,3.5453,0.834028,2.10657,1.17925,3.68157,2.95226,3.1557,0.948992,2.69722,0.176678,2.44917,4.04705,1.08108,0.101807,0.86881,7.28649,1.33091,1.24187,0.414649,3.00035,3.07294,3.19221,4.55016,1.31054,2.09329,1.83724,0.744744,1.78201,2.76878,1.76152,1.3106,7.01148,1.81399,2.01371,1.00865,2.48553,2.84536,2.74928,2.61354,1.35515,4.68674,1.51089,1.9853
168,11.0449,8.66634,2.24373,2.32845,7.82313,4.81586,3.81992,1.56863,5.3554,5.72125,5.10491,1.90456,2.86885,0.41841,3.35632,5.37386,1.88179,0.512164,2.89608,7.97735,1.43035,1.9583,0.4914,4.50831,4.66445,7.30007,6.69931,3.02158,4.54545,3.10234,1.56378,3.23232,5.97403,4.26703,1.87773,7.46047,1.90977,3.51852,1.11067,4.12023,6.89223,5.39844,3.4295,2.99457,7.26619,2.21993,2.89192
169,9.17567,8.01288,2.40189,3.74359,8.09035,2.97143,2.71769,1.87768,6.53901,4.01657,5.1101,2.31029,2.62621,0.77415,3.56317,3.58021,2.4724,0.384212,3.02808,7.49913,1.39241,3.02139,0.536949,4.44242,4.38635,6.56244,5.92605,2.05023,3.91786,3.24514,1.92635,1.84014,5.3431,5.00275,1.93805,6.91366,2.11664,3.34739,1.12263,3.68822,8.42142,3.5726,3.88364,2.97304,6.62417,2.19493,2.83499
